,ID,gene_assignment,logFC,AveExpr,t,P.Value,adj.P.Val,B
1,7912343, CASZ1 ,-0.144163728,2.480495562,-3.466038793,0.001334498,0.999925768,-1.060566433
2,7989951, LOC100131796 ,-0.315200629,2.023345566,-3.327842623,0.001962352,0.999925768,-1.366692292
3,8170520, CNGA2 ,-0.136384719,2.210444437,-3.264966047,0.002333577,0.999925768,-1.504052062
4,7940175, OR4D6 ,-0.128419904,2.378964856,-3.240687855,0.002494086,0.999925768,-1.556751134
5,7998817, CEMP1 ,-0.110928225,2.629653554,-3.232349622,0.002551595,0.999925768,-1.574805876
6,7974533, PELI2 ,0.081308927,2.504921139,3.186660601,0.002889764,0.999925768,-1.673324969
7,8002830, LDHD ,-0.079678089,2.381097853,-3.061366061,0.004048692,0.999925768,-1.939785819
8,7895941,,-0.395919495,2.59311701,-3.039552457,0.004290796,0.999925768,-1.985597146
9,8123763, RN7SL554P ,0.130681196,2.357930263,2.970586452,0.005149082,0.999925768,-2.12925334
10,7904874, NBPF9 ,0.206502502,2.513172376,2.970423211,0.005151293,0.999925768,-2.129591203
11,8006229, RNF135 ,-0.097733159,2.297891216,-2.95836919,0.005317034,0.999925768,-2.15451088
12,8180228,,-0.081410595,2.498907136,-2.952920637,0.005393583,0.999925768,-2.16575617
13,7985765, MIR7-2 ,-0.081417378,2.505305035,-2.9448926,0.005508259,0.999925768,-2.182303968
14,8127754, FLJ13744 ,-0.254081643,2.088333524,-2.944235308,0.005517749,0.999925768,-2.183657684
15,7893958,,0.578140361,2.415679252,2.939592806,0.005585214,0.999925768,-2.193214214
16,8179935, TNXB ,-0.061766918,2.536054851,-2.920232626,0.005874984,0.999925768,-2.23297446
17,7948046, OR4C9P ,-0.116087129,2.351469835,-2.917537834,0.005916417,0.999925768,-2.238496906
18,8107706, LMNB1 ,-0.10230443,2.087756239,-2.913714002,0.005975681,0.999925768,-2.24632809
19,8103725,,-0.116855373,2.703147889,-2.891312432,0.00633419,0.999925768,-2.292087666
20,7913235, PLA2G2C ,-0.081632666,2.441041553,-2.885267233,0.006434329,0.999925768,-2.304401205
21,7906703, NDUFS2 ,0.077121279,2.187745935,2.877498153,0.006565201,0.999925768,-2.32020417
22,7940600, INCENP ,-0.098645449,2.379829522,-2.875666179,0.006596421,0.999925768,-2.32392695
23,8161852,,-0.416110858,2.066987847,-2.872950331,0.00664296,0.999925768,-2.329443321
24,7938878,,-0.089030446,2.285943104,-2.871251408,0.006672229,0.999925768,-2.332892589
25,8174692, SEPT6 ,0.133362228,2.151025901,2.860210422,0.006865398,0.999925768,-2.355279691
26,7896612,,0.205265358,2.544896618,2.832416292,0.007375045,0.999925768,-2.411411363
27,8118794, HMGA1 ,0.177878738,2.49158053,2.811722055,0.007777193,0.999925768,-2.452993223
28,8063509, RTFDC1 ,0.096126423,2.15528593,2.804464949,0.007922992,0.999925768,-2.467532115
29,7894699,,0.216057991,2.483442666,2.796841183,0.008078898,0.999925768,-2.48278129
30,7971899, RN7SL375P ,-0.085870554,2.490210796,-2.767877323,0.008697605,0.999925768,-2.540486611
31,8050095, LINC00487 ,-0.077561591,2.556324451,-2.7476539,0.009155409,0.999925768,-2.580561344
32,8112940, SSBP2 ,-0.097890929,2.109994315,-2.74500634,0.009216971,0.999925768,-2.585794429
33,8142730, ZNF800 ,0.114550738,2.227962957,2.737865668,0.009384931,0.999925768,-2.599892996
34,7898721, RN7SL386P ,-0.281114529,1.946281905,-2.703958144,0.010221922,0.999925768,-2.666529909
35,8141688, PLOD3 ,-0.093100348,2.280563071,-2.698418785,0.010365053,0.999925768,-2.677367059
36,8093993, TADA2B ,-0.142096333,2.072025305,-2.69126319,0.010552691,0.999925768,-2.691345617
37,8070182, RCAN1 ,-0.067998017,2.539754201,-2.690877039,0.010562906,0.999925768,-2.692099308
38,8010673, SLC25A10 ,-0.082245235,2.370786383,-2.690117554,0.010583023,0.999925768,-2.693581475
39,7940869, FERMT3 ,0.07572364,2.349674233,2.679068749,0.010879716,0.999925768,-2.71511395
40,8034712, PODNL1 ,-0.071076993,2.470569393,-2.658338798,0.011457212,0.999925768,-2.755362593
41,7982267,,-0.189508661,2.807595172,-2.65828937,0.011458622,0.999925768,-2.755458324
42,7905929, EFNA1 ,-0.094575759,2.279691593,-2.650356496,0.011687031,0.999925768,-2.770807915
43,7933164, HNRNPF ,-0.110683676,2.348818407,-2.646099847,0.011811317,0.999925768,-2.779032215
44,7892669,,-0.172711775,2.531516961,-2.637126679,0.012077317,0.999925768,-2.796341691
45,8039842, KIR2DS2 ,-0.118659603,2.487079632,-2.63683918,0.01208593,0.999925768,-2.796895663
46,7971335, CCDC122 ,0.106579514,2.174180444,2.628546074,0.012336834,0.999925768,-2.812858708
47,8012843, ZNF18 ,-0.096471523,2.122967126,-2.619670289,0.012610674,0.999925768,-2.829907555
48,7894569,,0.281770642,1.935869042,2.614668203,0.012767456,0.999925768,-2.839499341
49,7913776, IFNLR1 ,-0.079738054,2.329661516,-2.602992839,0.013140405,0.999925768,-2.861841448
50,8092959, PPP1R2 ,0.126749691,2.28650543,2.59165288,0.013512204,0.999925768,-2.883479679
51,8174710, RPL39 ,0.206307348,2.804970024,2.583963655,0.013769781,0.999925768,-2.898116839
52,8020844, ASXL3 ,-0.066494246,2.269264252,-2.572925071,0.014147445,0.999925768,-2.919080181
53,8039769,,-0.093588587,2.569966714,-2.572599415,0.014158729,0.999925768,-2.919697741
54,8133018, ZNF716 ,-0.125134114,2.434452291,-2.572450732,0.014163884,0.999925768,-2.919979681
55,7941599, NPAS4 ,-0.083881002,2.455729462,-2.564316921,0.014448526,0.999925768,-2.935387103
56,7894462,,-0.321989587,2.06476757,-2.562614882,0.014508749,0.999925768,-2.938607127
57,7893617,,-0.730982355,2.084200462,-2.5587655,0.014645799,0.999925768,-2.945884448
58,8142981, PODXL ,-0.095844964,2.299627977,-2.539321772,0.015356368,0.999925768,-2.982532822
59,7940177, OR4D10 ,-0.097482591,2.329431457,-2.53785001,0.015411418,0.999925768,-2.985299335
60,7938750, LOC494141 ,-0.092111292,2.213317418,-2.533087292,0.015590803,0.999925768,-2.994244657
61,8180300,,0.084071369,2.49302187,2.532949124,0.015596035,0.999925768,-2.994503999
62,7946749, CALCA ,-0.08389045,2.52516138,-2.531048026,0.015668193,0.999925768,-2.99807139
63,8000244, USP31 ,-0.093092256,2.340387748,-2.526714394,0.015833824,0.999925768,-3.006196756
64,8030578, FLJ26850 ,-0.104303185,2.140551523,-2.5255688,0.015877875,0.999925768,-3.008343145
65,8180210,,-0.075689801,2.412313642,-2.525401196,0.015884329,0.999925768,-3.008657114
66,8180293,,-0.412434026,2.588230563,-2.520977584,0.016055546,0.999925768,-3.016938758
67,7929612,,0.116355007,2.326808404,2.510782557,0.016456589,0.999925768,-3.03598842
68,7893797,,0.28401109,2.080397613,2.503621488,0.016743733,0.999925768,-3.049338169
69,7971931, RN7SL761P ,-0.193357533,2.01651885,-2.499392188,0.016915461,0.999925768,-3.057210467
70,7914127, IFI6 ,0.079693583,2.523984615,2.498334049,0.016958677,0.999925768,-3.05917866
71,7998015, SPIRE2 ,0.064308042,2.515959461,2.494261819,0.017125933,0.999925768,-3.066747985
72,8167758, GPR173 ,0.087949756,2.391632661,2.493091147,0.017174293,0.999925768,-3.068922454
73,8149399, LONRF1 ,0.082974901,2.374593992,2.493019598,0.017177253,0.999925768,-3.06905533
74,7928551, RPS24 ,0.182426826,2.387043489,2.491062783,0.017258379,0.999925768,-3.072688418
75,8003158, TLDC1 ,-0.081418743,2.3039831,-2.484307562,0.017541132,0.999925768,-3.085215606
76,7895367,,0.321158891,2.128978686,2.479010885,0.017765781,0.999925768,-3.095021936
77,7996761, PLA2G15 ,-0.066502821,2.409269449,-2.478175547,0.017801449,0.999925768,-3.096567199
78,8118634, RING1 ,-0.338935633,2.648176359,-2.477926669,0.017812088,0.999925768,-3.097027523
79,7977003, RCOR1 ,0.099891762,2.110960164,2.476565229,0.017870392,0.999925768,-3.099545076
80,8132667, ADCY1 ,0.067781093,2.319863047,2.471446596,0.018091154,0.999925768,-3.109001988
81,8146794, PREX2 ,-0.115282233,2.12049358,-2.471029762,0.018109241,0.999925768,-3.109771524
82,7894075,,-0.186431912,2.475133368,-2.467637123,0.018257063,0.999925768,-3.116031554
83,8038261, GYS1 ,-0.085251653,2.194874503,-2.467021284,0.018284013,0.999925768,-3.117167263
84,7936242, ITPRIP ,0.074320837,2.451591927,2.465137331,0.018366684,0.999925768,-3.120640385
85,7998119, WASH1 ,0.214658171,2.70868897,2.463580621,0.018435252,0.999925768,-3.123508863
86,8062461, LBP ,-0.090998959,2.345141824,-2.455578452,0.01879141,0.999925768,-3.138234634
87,8116835, GCNT2 ,-0.152326693,2.043577197,-2.453466892,0.018886429,0.999925768,-3.142114931
88,8132413, RNU6-719P ,-0.169730217,2.182596385,-2.453353232,0.018891556,0.999925768,-3.142323732
89,7977270, INF2 ,-0.105408538,2.753881153,-2.450568944,0.019017545,0.999925768,-3.147436619
90,8117620, OR2W6P ,-0.152961001,2.154049006,-2.449481199,0.019066973,0.999925768,-3.149433008
91,8143887, ASB10 ,-0.095150866,2.375724887,-2.448037441,0.019132759,0.999925768,-3.152081866
92,7953442, GPR162 ,-0.091453065,2.236212578,-2.44587839,0.019231523,0.999925768,-3.15604108
93,7958960, TPCN1 ,-0.065811986,2.320855319,-2.44447137,0.019296135,0.999925768,-3.158619953
94,8008491,,0.094262731,2.642720293,2.444256433,0.019306022,0.999925768,-3.159013813
95,7896332,,-0.400284389,1.848460202,-2.441665835,0.019425557,0.999925768,-3.163759079
96,8169022, WBP5 ,0.125078527,2.125105837,2.436723371,0.019655478,0.999925768,-3.17280275
97,8003553, CENPBD1 ,-0.088150605,2.486326542,-2.430797476,0.019934405,0.999925768,-3.183629315
98,7894863,,-0.117098139,2.717055033,-2.430496166,0.019948683,0.999925768,-3.184179323
99,8137558, RBM33 ,-0.076649876,2.430652461,-2.427006025,0.020114745,0.999925768,-3.190546763
100,7976808, LOC100288160 ,-0.102434585,2.451232966,-2.423688679,0.020273748,0.999925768,-3.196593114
101,8053944, NEURL3 ,0.089416251,2.285874793,2.418378017,0.020530666,0.999925768,-3.206260713
102,7923386, LMOD1 ,-0.05883356,2.37976653,-2.417966705,0.020550687,0.999925768,-3.207008861
103,8080168, ACY1 ,-0.06730624,2.626131237,-2.417139367,0.020591013,0.999925768,-3.208513462
104,8001981, FHOD1 ,-0.086970596,2.165204053,-2.416956738,0.020599924,0.999925768,-3.208845546
105,7940486, SDHAF2 ,-0.120285292,2.243627917,-2.415406533,0.020675705,0.999925768,-3.211663655
106,7892912,,0.339823994,2.078909044,2.414362516,0.020726884,0.999925768,-3.213560864
107,8123642, RNA5SP201 ,-0.114891869,2.597437216,-2.41414575,0.020737525,0.999925768,-3.213954705
108,7931108, DMBT1 ,-0.063372414,2.573606732,-2.41088407,0.020898231,0.999925768,-3.219877876
109,7992841,,-0.211073381,2.392746982,-2.397748886,0.021556903,0.999925768,-3.243675035
110,8159501, LCN12 ,-0.061936927,2.557416948,-2.394461255,0.021724677,0.999925768,-3.249617147
111,7893632,,0.279050128,2.807384502,2.39234616,0.021833239,0.999925768,-3.253437003
112,7896292,,0.351889508,2.553391441,2.389889486,0.021959949,0.999925768,-3.257870802
113,8045086, RNU6-395P ,0.08665458,2.334742186,2.385929475,0.022165598,0.999925768,-3.265011135
114,8070489, RIPK4 ,-0.086338551,2.254255023,-2.375846052,0.022697133,0.999925768,-3.283155318
115,8136849, GSTK1 ,-0.078806046,2.121743957,-2.369451972,0.023040129,0.999925768,-3.294633011
116,7944049, SIDT2 ,-0.081725346,2.445452159,-2.364975486,0.023283039,0.999925768,-3.302655619
117,7939620, GYLTL1B ,-0.055998298,2.661494328,-2.354653744,0.023851967,0.999925768,-3.321113256
118,7984132, USP3 ,0.047291053,2.433895606,2.349142498,0.024160851,0.999925768,-3.330945336
119,8159235, LOC401557 ,-0.060368785,2.184620509,-2.34664973,0.024301742,0.999925768,-3.335387103
120,8073578, SMDT1 ,0.088799385,2.231796512,2.345008829,0.02439489,0.999925768,-3.338309143
121,8120251, FBXO9 ,0.11381428,2.093795938,2.345007611,0.024394959,0.999925768,-3.338311313
122,7895250,,0.440734954,1.739963916,2.3407006,0.024640984,0.999925768,-3.345974161
123,7954291, RNU1-146P ,-0.114023305,2.296801576,-2.338386895,0.024774068,0.999925768,-3.35008649
124,7995362, GPT2 ,-0.065233862,2.44324827,-2.338069198,0.024792392,0.999925768,-3.350650932
125,8052355, EFEMP1 ,-0.093315746,2.147239094,-2.337372676,0.02483261,0.999925768,-3.351888233
126,7895743,,-0.234804533,2.499386271,-2.337038891,0.024851903,0.999925768,-3.352481077
127,8039491, UBE2S ,-0.106975565,2.252660913,-2.335793841,0.02492399,0.999925768,-3.354691906
128,7948982, HRASLS2 ,-0.151114779,2.161082523,-2.333513929,0.025056481,0.999925768,-3.35873817
129,7991577, LOC440313 ,-0.130258648,2.210342929,-2.333228555,0.025073109,0.999925768,-3.35924444
130,7923453, KDM5B ,-0.069201624,2.154276281,-2.330553437,0.025229468,0.999925768,-3.36398811
131,8004024, GP1BA ,-0.061882775,2.584296601,-2.330002333,0.025261789,0.999925768,-3.364964879
132,7973080, LOC254028 ,-0.08112265,2.583977105,-2.329313211,0.025302256,0.999925768,-3.366186039
133,8176336, ASMTL-AS1 ,-0.073529021,2.500571732,-2.327017154,0.025437509,0.999925768,-3.370252918
134,8031253, LILRP2 ,-0.107365054,2.463312282,-2.324913402,0.025562004,0.999925768,-3.373976675
135,7952984, RNU4ATAC16P ,-0.330087689,2.246493251,-2.323019089,0.025674574,0.999925768,-3.377327666
136,7893050,,0.173022944,3.121863617,2.319460928,0.025887225,0.999925768,-3.383616704
137,7911657, LOC728690 ,-0.082064704,2.394155532,-2.317382041,0.0260122,0.999925768,-3.387287951
138,8127660, RN7SKP163 ,0.129555256,2.177878642,2.316526784,0.026063772,0.999925768,-3.388797628
139,8082788, CDV3 ,0.108985538,2.45186739,2.309983416,0.026461389,0.999925768,-3.400334638
140,8058912,,-0.161064956,2.347990211,-2.308212461,0.026569936,0.999925768,-3.40345311
141,7960730, LPCAT3 ,-0.091580418,2.241868224,-2.307271651,0.026627764,0.999925768,-3.405109086
142,7963359, KRT83 ,-0.081128159,2.57747502,-2.305940508,0.026709777,0.999925768,-3.407451285
143,8169898, RAB33A ,-0.086407327,2.533466962,-2.305131636,0.026759723,0.999925768,-3.408874054
144,7988281, ACTBP7 ,-0.067636587,2.851322299,-2.302696328,0.026910606,0.999925768,-3.413155498
145,7894326,,-0.279061259,2.080604204,-2.302083635,0.026948686,0.999925768,-3.414232146
146,8008139, UBE2Z ,0.095303474,2.19314999,2.299836351,0.027088774,0.999925768,-3.418179401
147,7962083, RNA5SP356 ,-0.085508899,2.641549864,-2.299328933,0.027120495,0.999925768,-3.419070276
148,8096079, BIN2P1 ,-0.081094439,2.309607095,-2.298419575,0.027177426,0.999925768,-3.420666487
149,8023575, CCBE1 ,-0.097171665,2.137545056,-2.296557473,0.02729434,0.999925768,-3.423933651
150,8107970, IL13 ,-0.100190316,2.359366267,-2.293036024,0.027516672,0.999925768,-3.430107038
151,8063177, SLC2A10 ,-0.061555873,2.691164114,-2.290230966,0.027694935,0.999925768,-3.435019667
152,8037535, RPS16P9 ,-0.115721747,2.082660476,-2.287410097,0.027875247,0.999925768,-3.439955626
153,7999008, SLX4 ,-0.066173724,2.518572329,-2.28233195,0.028202499,0.999925768,-3.44883034
154,7976216, C14orf159 ,0.061212583,2.453901842,2.281819664,0.028235703,0.999925768,-3.449724835
155,8169806,,-0.083642813,2.609993478,-2.277015512,0.028548792,0.999925768,-3.458106268
156,7994928, PHKG2 ,-0.073105948,2.246561031,-2.274010801,0.028746188,0.999925768,-3.463341874
157,7895036,,0.273866436,2.785770042,2.273673946,0.028768394,0.999925768,-3.463928521
158,8034210, TMEM205 ,-0.095188143,2.406897608,-2.272748318,0.028829492,0.999925768,-3.465540218
159,8125434, HLA-DRB9 ,0.091114855,2.338424969,2.272384792,0.028853519,0.999925768,-3.466173057
160,7990080, LARP6 ,0.081382686,2.277592766,2.271806591,0.028891772,0.999925768,-3.467179461
161,8094154, OR7E35P ,-0.095518311,2.387267533,-2.271536262,0.028909671,0.999925768,-3.467649924
162,8072302, MTMR3 ,-0.091791792,2.428573383,-2.270612837,0.028970891,0.999925768,-3.469256693
163,7971723, LINC00282 ,-0.093636147,2.320110896,-2.267530574,0.029176076,0.999925768,-3.474616442
164,8136289,,-0.060343825,2.672634908,-2.267005447,0.029211163,0.999925768,-3.475529062
165,8074153, ACR ,-0.066105521,2.618947171,-2.266850187,0.029221544,0.999925768,-3.475798858
166,7995627,,0.097810143,2.339761996,2.259367387,0.029725792,0.999925768,-3.488785937
167,8149361, FAM90A1 ,0.630547316,1.456391319,2.254036805,0.030089739,0.999925768,-3.498018644
168,7961983, TM7SF3 ,0.065903586,2.228681771,2.252560557,0.030191232,0.999925768,-3.500572743
169,7959100, RN7SL508P ,-0.086858539,2.33195355,-2.252427124,0.03020042,0.999925768,-3.500803541
170,7921677, CD244 ,-0.112282572,2.190449009,-2.247380515,0.030549787,0.999925768,-3.509525256
171,8056730, LINC01124 ,-0.083479447,2.215282149,-2.247311232,0.030554608,0.999925768,-3.509644894
172,7894563,,0.23371581,2.202469334,2.244450633,0.030754269,0.999925768,-3.514582241
173,8048701,,0.13527339,2.064023943,2.243953869,0.03078906,0.999925768,-3.515439181
174,7925003, TTC13 ,0.106724199,2.126561787,2.243530806,0.030818717,0.999925768,-3.516168874
175,7962935, PRKAG1 ,-0.087559091,2.305915277,-2.240463687,0.031034488,0.999925768,-3.521455997
176,8079628, RN7SL321P ,-0.159152598,2.18917558,-2.23953422,0.031100141,0.999925768,-3.523057178
177,7982507, EMC4 ,0.102346673,2.316187659,2.233963371,0.031496246,0.999925768,-3.532643839
178,7893722,,0.236025825,1.941453612,2.226555443,0.032029942,0.999925768,-3.545364814
179,8063723, ZNF831 ,-0.067368422,2.477505512,-2.225520755,0.032105123,0.999925768,-3.547139128
180,7950524, MAP6 ,0.078630763,2.300359,2.223090114,0.032282354,0.999925768,-3.55130489
181,8124967, BAG6 ,0.140518309,3.191234773,2.222973242,0.032290897,0.999925768,-3.551505106
182,8026250, DCAF15 ,-0.058909792,2.544852911,-2.22155334,0.032394857,0.999925768,-3.553936972
183,8180232,,0.145112227,2.40218766,2.21991648,0.032515072,0.999925768,-3.556739006
184,8050719, ITSN2 ,0.068890685,2.241833898,2.219078436,0.032576774,0.999925768,-3.558173011
185,7905553, SPRR1B ,-0.056304493,2.768141926,-2.217902104,0.032663558,0.999925768,-3.560185203
186,8139873, LINC00174 ,-0.097395725,2.246421308,-2.211572134,0.033134097,0.999925768,-3.570999564
187,7940323, MS4A8 ,-0.082164517,2.342241645,-2.209752978,0.033270436,0.999925768,-3.574103274
188,7895945,,0.351322154,2.469137216,2.205609309,0.033582853,0.999925768,-3.581165874
189,8003802, OR1A2 ,-0.10557876,2.250513944,-2.204151852,0.033693358,0.999925768,-3.583647688
190,8072777, MPST ,-0.078818894,2.485869676,-2.202754808,0.033799587,0.999925768,-3.586025492
191,8147262, OTUD6B ,0.107720125,2.098010885,2.202750129,0.033799943,0.999925768,-3.586033454
192,7923503, ADIPOR1 ,0.091355947,2.363351329,2.20164195,0.033884419,0.999925768,-3.58791881
193,8150032,,-0.09982719,2.382918291,-2.200804066,0.033948416,0.999925768,-3.589343845
194,7997396, ATMIN ,0.08341927,2.372387132,2.200223038,0.033992857,0.999925768,-3.590331796
195,8037197, CXCL17 ,-0.07902701,2.422953625,-2.199486264,0.034049285,0.999925768,-3.591584292
196,7893624,,0.407401663,1.837922046,2.19825682,0.034143631,0.999925768,-3.593673625
197,7905355, TNFAIP8L2-SCNM1 ,0.081936421,2.235136821,2.197707307,0.034185875,0.999925768,-3.594607196
198,8174543, DCX ,0.066060968,2.185429709,2.197507246,0.034201266,0.999925768,-3.594947039
199,7971911,,-0.157706628,2.264085276,-2.196001158,0.034317332,0.999925768,-3.597504684
200,7893441,,-0.349634589,2.560129074,-2.195870982,0.03432738,0.999925768,-3.597725689
201,8049199, GIGYF2 ,-0.085005906,2.102501406,-2.195160967,0.034382233,0.999925768,-3.598930937
202,8136235, CPA1 ,-0.08751585,2.344984589,-2.195159466,0.034382349,0.999925768,-3.598933484
203,8000482, XPO6 ,-0.109151126,2.136460912,-2.195079646,0.03438852,0.999925768,-3.599068961
204,8139678,,-0.132790041,2.095482543,-2.194141326,0.034461142,0.999925768,-3.600661271
205,7941976, NDUFS8 ,0.090183621,2.365912674,2.191286763,0.03468291,0.999925768,-3.605502308
206,7895770,,0.164087256,2.436221208,2.190579884,0.034738022,0.999925768,-3.606700381
207,8017106, TRIM37 ,0.115975092,2.134410526,2.185746844,0.035116921,0.999925768,-3.614884111
208,8048761,,0.121883543,2.840068692,2.185005935,0.035175329,0.999925768,-3.6161375
209,7941563,,-0.073651114,2.353928106,-2.18480345,0.035191307,0.999925768,-3.616479986
210,8112584, ZNF366 ,-0.061252106,2.456035259,-2.184750026,0.035195524,0.999925768,-3.616570345
211,7994683, TMEM219 ,-0.058230921,2.573558615,-2.183134009,0.035323285,0.999925768,-3.619302815
212,7917468, RNA5SP52 ,-0.253368182,2.355847228,-2.182870431,0.035344162,0.999925768,-3.619748347
213,7896013,,-0.261231688,2.166756187,-2.179077604,0.035645796,0.999925768,-3.626155045
214,8136786,,0.334314263,2.074635636,2.178045246,0.035728291,0.999925768,-3.627897432
215,8090955, A4GNT ,-0.071374665,2.395829634,-2.177531897,0.035769376,0.999925768,-3.628763622
216,8048926, SP140L ,0.138100608,2.223626436,2.175120191,0.035962951,0.999925768,-3.632830932
217,8081582, PLCXD2 ,-0.076169063,2.357827016,-2.16895279,0.036462209,0.999925768,-3.643216924
218,8023526, HMGN1P30 ,0.220787948,2.221223778,2.166741658,0.036642693,0.999925768,-3.646935153
219,7893714,,-0.270760636,2.203609586,-2.166541942,0.036659034,0.999925768,-3.647270856
220,8006540, SNORD7 ,-0.133679095,2.267783411,-2.166307338,0.036678237,0.999925768,-3.647665172
221,7896032,,-0.136838397,2.622029804,-2.165889315,0.036712476,0.999925768,-3.648367694
222,8061869, BPIFA3 ,0.058043171,2.685220326,2.164699855,0.036810058,0.999925768,-3.65036613
223,8130916, PHF10 ,0.109679266,2.213050393,2.16403404,0.03686478,0.999925768,-3.651484422
224,7915207, PABPC4 ,-0.090601108,2.112173118,-2.162516712,0.036989756,0.999925768,-3.65403194
225,8156935, ZNF189 ,-0.075054957,2.279381141,-2.16242163,0.0369976,0.999925768,-3.654191535
226,7993181,,0.085096973,2.215909168,2.160985095,0.03711629,0.999925768,-3.656602099
227,8088264, IL17RD ,-0.052779095,2.451666465,-2.158760087,0.037300791,0.999925768,-3.66033339
228,8161513, PGM5 ,0.323248241,2.281024737,2.157622128,0.037395466,0.999925768,-3.662240615
229,8110084, MSX2 ,0.073730669,2.226011576,2.156067107,0.037525182,0.999925768,-3.664845621
230,7944722, UBASH3B ,-0.057892985,2.211163671,-2.155081151,0.037607635,0.999925768,-3.666496591
231,7997128, IL34 ,-0.051444517,2.650743509,-2.153829834,0.037712509,0.999925768,-3.668591089
232,7968329, RNU6-64P ,-0.139178093,2.314584324,-2.151962856,0.037869465,0.999925768,-3.67171441
233,8068039, GABPA ,0.083993986,2.523082069,2.151936973,0.037871645,0.999925768,-3.671757697
234,7995729, CES1P1 ,-0.118633702,2.183394739,-2.151769137,0.037885784,0.999925768,-3.672038372
235,7893503,,0.084317322,2.993886713,2.149878546,0.038045373,0.999925768,-3.675198917
236,7926882, C10orf126 ,-0.078561951,2.176908794,-2.149239519,0.03809945,0.999925768,-3.676266724
237,7893187,,0.311784049,2.025728568,2.14642845,0.038338138,0.999925768,-3.680961161
238,8037755, IGFL3 ,-0.087931104,2.258597477,-2.145207983,0.038442179,0.999925768,-3.682997886
239,7927854, HNRNPH3 ,0.186890185,2.21417903,2.144262461,0.038522953,0.999925768,-3.684575184
240,8018169, CD300LB ,-0.091837153,2.181436575,-2.139549185,0.038927842,0.999925768,-3.692429977
241,8025506, PIN1 ,-0.072423523,2.432126079,-2.138881602,0.038985493,0.999925768,-3.693541471
242,7952022, AMICA1 ,0.078149214,2.172609733,2.138719523,0.038999501,0.999925768,-3.693811286
243,8143749, ZNF467 ,-0.095963583,2.306786886,-2.133901501,0.039417947,0.999925768,-3.701824881
244,8012304, TRAPPC1 ,-0.070813773,2.423379401,-2.132540854,0.039536835,0.999925768,-3.704085521
245,7982661,,-0.081538934,2.178771806,-2.132395675,0.039549539,0.999925768,-3.704326663
246,7935882, FBXW4 ,-0.05947385,2.422979109,-2.132355096,0.039553091,0.999925768,-3.704394064
247,8020037, MTCL1 ,-0.070649305,2.386780132,-2.130002305,0.03975949,0.999925768,-3.70830028
248,7893888,,0.169146821,2.293486737,2.129407237,0.039811843,0.999925768,-3.709287725
249,7929822, WNT8B ,-0.08352607,2.33410147,-2.125890292,0.040122502,0.999925768,-3.71511944
250,8065911, C20orf173 ,0.081281612,2.135408558,2.124629343,0.040234403,0.999925768,-3.717208547
251,8032922, UHRF1 ,0.080708704,2.24659978,2.124482608,0.040247443,0.999925768,-3.717451592
252,8004331, KCTD11 ,-0.067615818,2.19251782,-2.12434051,0.040260074,0.999925768,-3.717686945
253,8145529,,-0.10072592,2.190755028,-2.123513911,0.040333621,0.999925768,-3.719055784
254,8098326, RN7SL253P ,0.140483208,2.298766669,2.118329822,0.04079758,0.999925768,-3.727631411
255,8160441, CDKN2A ,0.088758475,2.081457332,2.115108563,0.041088237,0.999925768,-3.732952107
256,8132715, C7orf57 ,-0.070564103,2.295193618,-2.113211832,0.041260232,0.999925768,-3.736082157
257,7922420, SERPINC1 ,-0.083741774,2.199210562,-2.112747854,0.041302402,0.999925768,-3.736847507
258,7974900, LINC00643 ,-0.07459574,2.344643484,-2.110935614,0.041467476,0.999925768,-3.739835646
259,7894431,,0.265235326,2.183107492,2.108288075,0.041709681,0.999925768,-3.74419759
260,7895226,,-0.198824437,2.069564872,-2.105926961,0.041926733,0.999925768,-3.748084135
261,7982587, C15orf53 ,-0.07353006,2.391572114,-2.105236191,0.041990422,0.999925768,-3.749220564
262,7893262,,0.188748474,2.613855274,2.103231263,0.042175757,0.999925768,-3.752517392
263,8169920, RBMX2 ,0.083546673,2.427229589,2.103098759,0.042188031,0.999925768,-3.752735193
264,8036602, ECH1 ,0.052367382,2.432055603,2.102657352,0.042228942,0.999925768,-3.753460672
265,7895467,,0.254438869,2.026917016,2.098039224,0.042659059,0.999925768,-3.761043905
266,8045808,,-0.134716927,2.288209891,-2.097567034,0.042703253,0.999925768,-3.761818554
267,8091260, SLC9A9 ,-0.092915488,2.185115637,-2.097278705,0.042730259,0.999925768,-3.762291508
268,7996137, KATNB1 ,-0.051261083,2.481942592,-2.096707718,0.042783784,0.999925768,-3.763227964
269,8178609, VARS ,-0.080395595,2.208315229,-2.096453923,0.042807594,0.999925768,-3.763644141
270,8039273, CDC42EP5 ,0.055975584,2.642576813,2.096289711,0.042823006,0.999925768,-3.763913399
271,8161964, FRMD3 ,-0.11355604,2.234410088,-2.093954976,0.043042657,0.999925768,-3.76773992
272,7906348, CD1C ,-0.076470126,2.367115465,-2.091504691,0.043274243,0.999925768,-3.771752333
273,7896284,,0.275362381,2.102531153,2.089542679,0.04346047,0.999925768,-3.774962608
274,8028104, HCST ,-0.073911582,2.543932918,-2.089069316,0.043505505,0.999925768,-3.775736789
275,8027920, ETV2 ,-0.073023213,2.185050723,-2.089050508,0.043507295,0.999925768,-3.775767547
